2026-09-03 08:34:00,702 INFO cli={'dataset': 'amazon', 'method': 'outpost', 'seed': 2, 'train_seed': None, 'epochs': None, 'set': ['sim_topk_frac=1.0'], 'tag': '_probe', 'rotations': None}
2026-09-03 08:34:11,019 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.6161016487572883, 'aupr_all': 0.0871638623126982, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5717717717717719} best={'auroc_all': 0.6161016487572883, 'aupr_all': 0.0871638623126982, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:11,797 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.6317466057882036, 'aupr_all': 0.09497684069275945, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.587987987987988} best={'auroc_all': 0.6317466057882036, 'aupr_all': 0.09497684069275945, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:12,597 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.6473820763727339, 'aupr_all': 0.10583421779689023, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6042042042042042} best={'auroc_all': 0.6473820763727339, 'aupr_all': 0.10583421779689023, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:13,354 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.6636471372357089, 'aupr_all': 0.12621172226821897, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6234234234234235} best={'auroc_all': 0.6636471372357089, 'aupr_all': 0.12621172226821897, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:14,109 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.6807902429253051, 'aupr_all': 0.1675381739089099, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6462462462462463} best={'auroc_all': 0.6807902429253051, 'aupr_all': 0.1675381739089099, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:14,898 INFO [OUTPOST-v4] epoch 14 cur={'auroc_all': 0.6997329339474871, 'aupr_all': 0.23521916214141153, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6696696696696698} best={'auroc_all': 0.6997329339474871, 'aupr_all': 0.23521916214141153, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:15,678 INFO [OUTPOST-v4] epoch 15 cur={'auroc_all': 0.7185670793722579, 'aupr_all': 0.3079642162656008, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6951951951951953} best={'auroc_all': 0.7185670793722579, 'aupr_all': 0.3079642162656008, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:16,443 INFO [OUTPOST-v4] epoch 16 cur={'auroc_all': 0.7347868376137213, 'aupr_all': 0.3835551478345802, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7168168168168167} best={'auroc_all': 0.7347868376137213, 'aupr_all': 0.3835551478345802, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:17,217 INFO [OUTPOST-v4] epoch 17 cur={'auroc_all': 0.7475322332669412, 'aupr_all': 0.4415392527675725, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7363363363363364} best={'auroc_all': 0.7475322332669412, 'aupr_all': 0.4415392527675725, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:17,993 INFO [OUTPOST-v4] epoch 18 cur={'auroc_all': 0.7592605786138586, 'aupr_all': 0.4723830506375983, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.754954954954955} best={'auroc_all': 0.7592605786138586, 'aupr_all': 0.4723830506375983, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:18,762 INFO [OUTPOST-v4] epoch 19 cur={'auroc_all': 0.7701531486741691, 'aupr_all': 0.4913231854703086, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7765765765765766} best={'auroc_all': 0.7701531486741691, 'aupr_all': 0.4913231854703086, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:19,539 INFO [OUTPOST-v4] epoch 20 cur={'auroc_all': 0.7807293747876842, 'aupr_all': 0.5051289497859837, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7873873873873874} best={'auroc_all': 0.7807293747876842, 'aupr_all': 0.5051289497859837, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:20,350 INFO [OUTPOST-v4] epoch 21 cur={'auroc_all': 0.7808757371033375, 'aupr_all': 0.503428485076012, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.781081081081081} best={'auroc_all': 0.7808757371033375, 'aupr_all': 0.5051289497859837, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:21,131 INFO [OUTPOST-v4] epoch 22 cur={'auroc_all': 0.7766038031486225, 'aupr_all': 0.502461704343089, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7813813813813815} best={'auroc_all': 0.7808757371033375, 'aupr_all': 0.5051289497859837, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:21,906 INFO [OUTPOST-v4] epoch 23 cur={'auroc_all': 0.773832470131246, 'aupr_all': 0.49930186873202304, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7813813813813815} best={'auroc_all': 0.7808757371033375, 'aupr_all': 0.5051289497859837, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:22,663 INFO [OUTPOST-v4] epoch 24 cur={'auroc_all': 0.7710994055676534, 'aupr_all': 0.49809128622974863, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.778978978978979} best={'auroc_all': 0.7808757371033375, 'aupr_all': 0.5051289497859837, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:23,432 INFO [OUTPOST-v4] epoch 25 cur={'auroc_all': 0.7722668192758395, 'aupr_all': 0.502513990028854, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7846846846846848} best={'auroc_all': 0.7808757371033375, 'aupr_all': 0.5051289497859837, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:24,189 INFO [OUTPOST-v4] epoch 26 cur={'auroc_all': 0.7774983040557074, 'aupr_all': 0.5118821008700369, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7924924924924924} best={'auroc_all': 0.7808757371033375, 'aupr_all': 0.5118821008700369, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:24,952 INFO [OUTPOST-v4] epoch 27 cur={'auroc_all': 0.785847538480124, 'aupr_all': 0.5269478643901898, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8039039039039039} best={'auroc_all': 0.785847538480124, 'aupr_all': 0.5269478643901898, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:25,708 INFO [OUTPOST-v4] epoch 28 cur={'auroc_all': 0.7963555525267763, 'aupr_all': 0.5478787074063517, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8171171171171172} best={'auroc_all': 0.7963555525267763, 'aupr_all': 0.5478787074063517, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:26,467 INFO [OUTPOST-v4] epoch 29 cur={'auroc_all': 0.8076823695103806, 'aupr_all': 0.5690427067151697, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8207207207207208} best={'auroc_all': 0.8076823695103806, 'aupr_all': 0.5690427067151697, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:27,266 INFO [OUTPOST-v4] epoch 30 cur={'auroc_all': 0.8162733469834907, 'aupr_all': 0.5595226310960535, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8147147147147147} best={'auroc_all': 0.8162733469834907, 'aupr_all': 0.5690427067151697, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:28,026 INFO [OUTPOST-v4] epoch 31 cur={'auroc_all': 0.8171227388700106, 'aupr_all': 0.46847529036106794, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8012012012012012} best={'auroc_all': 0.8171227388700106, 'aupr_all': 0.5690427067151697, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:28,786 INFO [OUTPOST-v4] epoch 32 cur={'auroc_all': 0.8110895525701429, 'aupr_all': 0.38065150775674106, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7888888888888889} best={'auroc_all': 0.8171227388700106, 'aupr_all': 0.5690427067151697, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:29,547 INFO [OUTPOST-v4] epoch 33 cur={'auroc_all': 0.8128633244431779, 'aupr_all': 0.3682690832415187, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.79009009009009} best={'auroc_all': 0.8171227388700106, 'aupr_all': 0.5690427067151697, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:30,309 INFO [OUTPOST-v4] epoch 34 cur={'auroc_all': 0.8195890858627941, 'aupr_all': 0.39186936570991676, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7954954954954956} best={'auroc_all': 0.8195890858627941, 'aupr_all': 0.5690427067151697, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:31,073 INFO [OUTPOST-v4] epoch 35 cur={'auroc_all': 0.8275755121132241, 'aupr_all': 0.44614994530919844, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8042042042042044} best={'auroc_all': 0.8275755121132241, 'aupr_all': 0.5690427067151697, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:31,833 INFO [OUTPOST-v4] epoch 36 cur={'auroc_all': 0.8330927518903196, 'aupr_all': 0.4873669893887232, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8144144144144144} best={'auroc_all': 0.8330927518903196, 'aupr_all': 0.5690427067151697, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:32,594 INFO [OUTPOST-v4] epoch 37 cur={'auroc_all': 0.8369132729711396, 'aupr_all': 0.5133793122541166, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8198198198198198} best={'auroc_all': 0.8369132729711396, 'aupr_all': 0.5690427067151697, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:33,364 INFO [OUTPOST-v4] epoch 38 cur={'auroc_all': 0.8409837974077092, 'aupr_all': 0.5377786789100105, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8234234234234235} best={'auroc_all': 0.8409837974077092, 'aupr_all': 0.5690427067151697, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:34,144 INFO [OUTPOST-v4] epoch 39 cur={'auroc_all': 0.8453581462631921, 'aupr_all': 0.5528151558413379, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8249249249249249} best={'auroc_all': 0.8453581462631921, 'aupr_all': 0.5690427067151697, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:34,967 INFO [OUTPOST-v4] epoch 40 cur={'auroc_all': 0.8498305862649679, 'aupr_all': 0.5508231258675607, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8276276276276278} best={'auroc_all': 0.8498305862649679, 'aupr_all': 0.5690427067151697, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:35,789 INFO [OUTPOST-v4] epoch 41 cur={'auroc_all': 0.8550782044570552, 'aupr_all': 0.5459197068372028, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8336336336336336} best={'auroc_all': 0.8550782044570552, 'aupr_all': 0.5690427067151697, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:36,614 INFO [OUTPOST-v4] epoch 42 cur={'auroc_all': 0.8607783971287174, 'aupr_all': 0.5438940404643959, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.842042042042042} best={'auroc_all': 0.8607783971287174, 'aupr_all': 0.5690427067151697, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:37,442 INFO [OUTPOST-v4] epoch 43 cur={'auroc_all': 0.8661945126780224, 'aupr_all': 0.5434654827266848, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8486486486486486} best={'auroc_all': 0.8661945126780224, 'aupr_all': 0.5690427067151697, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:38,307 INFO [OUTPOST-v4] epoch 44 cur={'auroc_all': 0.8715240886041837, 'aupr_all': 0.5335143429684438, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8540540540540541} best={'auroc_all': 0.8715240886041837, 'aupr_all': 0.5690427067151697, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:39,145 INFO [OUTPOST-v4] epoch 45 cur={'auroc_all': 0.8761396642391689, 'aupr_all': 0.5306735108840004, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8606606606606606} best={'auroc_all': 0.8761396642391689, 'aupr_all': 0.5690427067151697, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:39,954 INFO [OUTPOST-v4] epoch 46 cur={'auroc_all': 0.8801783090531933, 'aupr_all': 0.5399896160637492, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8633633633633633} best={'auroc_all': 0.8801783090531933, 'aupr_all': 0.5690427067151697, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:40,762 INFO [OUTPOST-v4] epoch 47 cur={'auroc_all': 0.8818472782804518, 'aupr_all': 0.5777680467355419, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8621621621621621} best={'auroc_all': 0.8818472782804518, 'aupr_all': 0.5777680467355419, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:41,599 INFO [OUTPOST-v4] epoch 48 cur={'auroc_all': 0.881489181062833, 'aupr_all': 0.6144142413323385, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.861861861861862} best={'auroc_all': 0.8818472782804518, 'aupr_all': 0.6144142413323385, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:42,378 INFO [OUTPOST-v4] epoch 49 cur={'auroc_all': 0.8801497851803897, 'aupr_all': 0.6459359266676306, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8603603603603605} best={'auroc_all': 0.8818472782804518, 'aupr_all': 0.6459359266676306, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:43,148 INFO [OUTPOST-v4] epoch 50 cur={'auroc_all': 0.8794889606158884, 'aupr_all': 0.6693969138668747, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8576576576576577} best={'auroc_all': 0.8818472782804518, 'aupr_all': 0.6693969138668747, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:43,917 INFO [OUTPOST-v4] epoch 51 cur={'auroc_all': 0.8803144750523239, 'aupr_all': 0.6828818609728103, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8573573573573574} best={'auroc_all': 0.8818472782804518, 'aupr_all': 0.6828818609728103, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:44,687 INFO [OUTPOST-v4] epoch 52 cur={'auroc_all': 0.884890749695143, 'aupr_all': 0.6862446183820832, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8594594594594595} best={'auroc_all': 0.884890749695143, 'aupr_all': 0.6862446183820832, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:45,451 INFO [OUTPOST-v4] epoch 53 cur={'auroc_all': 0.8923663921147109, 'aupr_all': 0.6792326727252431, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8636636636636636} best={'auroc_all': 0.8923663921147109, 'aupr_all': 0.6862446183820832, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:46,221 INFO [OUTPOST-v4] epoch 54 cur={'auroc_all': 0.9000866170635227, 'aupr_all': 0.6643563000379319, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8705705705705706} best={'auroc_all': 0.9000866170635227, 'aupr_all': 0.6862446183820832, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:46,991 INFO [OUTPOST-v4] epoch 55 cur={'auroc_all': 0.9042174804617924, 'aupr_all': 0.6572352115732356, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8753753753753754} best={'auroc_all': 0.9042174804617924, 'aupr_all': 0.6862446183820832, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:47,768 INFO [OUTPOST-v4] epoch 56 cur={'auroc_all': 0.9059222013305289, 'aupr_all': 0.6712981694676057, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8747747747747747} best={'auroc_all': 0.9059222013305289, 'aupr_all': 0.6862446183820832, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:48,544 INFO [OUTPOST-v4] epoch 57 cur={'auroc_all': 0.9064448593527843, 'aupr_all': 0.6912495561208878, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8744744744744745} best={'auroc_all': 0.9064448593527843, 'aupr_all': 0.6912495561208878, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:49,333 INFO [OUTPOST-v4] epoch 58 cur={'auroc_all': 0.903404550086888, 'aupr_all': 0.7151406623831216, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8717717717717718} best={'auroc_all': 0.9064448593527843, 'aupr_all': 0.7151406623831216, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:50,105 INFO [OUTPOST-v4] epoch 59 cur={'auroc_all': 0.8998659765180121, 'aupr_all': 0.7301626426180166, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8690690690690691} best={'auroc_all': 0.9064448593527843, 'aupr_all': 0.7301626426180166, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:50,877 INFO [OUTPOST-v4] epoch 60 cur={'auroc_all': 0.9006628380143461, 'aupr_all': 0.735398763024745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8699699699699701} best={'auroc_all': 0.9064448593527843, 'aupr_all': 0.735398763024745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:51,642 INFO [OUTPOST-v4] epoch 61 cur={'auroc_all': 0.9048468126056416, 'aupr_all': 0.733941662661231, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8729729729729732} best={'auroc_all': 0.9064448593527843, 'aupr_all': 0.735398763024745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:52,415 INFO [OUTPOST-v4] epoch 62 cur={'auroc_all': 0.9093476474129234, 'aupr_all': 0.7292322903159233, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.875075075075075} best={'auroc_all': 0.9093476474129234, 'aupr_all': 0.735398763024745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:53,208 INFO [OUTPOST-v4] epoch 63 cur={'auroc_all': 0.9122941247533524, 'aupr_all': 0.7289058928278824, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8756756756756757} best={'auroc_all': 0.9122941247533524, 'aupr_all': 0.735398763024745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:53,977 INFO [OUTPOST-v4] epoch 64 cur={'auroc_all': 0.914479105037032, 'aupr_all': 0.728503571400704, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8768768768768769} best={'auroc_all': 0.914479105037032, 'aupr_all': 0.735398763024745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:54,747 INFO [OUTPOST-v4] epoch 65 cur={'auroc_all': 0.9142777600525356, 'aupr_all': 0.7369848338623699, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8768768768768768} best={'auroc_all': 0.914479105037032, 'aupr_all': 0.7369848338623699, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:55,518 INFO [OUTPOST-v4] epoch 66 cur={'auroc_all': 0.9104728561147438, 'aupr_all': 0.7511910379792198, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8729729729729729} best={'auroc_all': 0.914479105037032, 'aupr_all': 0.7511910379792198, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:56,283 INFO [OUTPOST-v4] epoch 67 cur={'auroc_all': 0.9088907491788738, 'aupr_all': 0.7561800064321134, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8711711711711714} best={'auroc_all': 0.914479105037032, 'aupr_all': 0.7561800064321134, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:57,051 INFO [OUTPOST-v4] epoch 68 cur={'auroc_all': 0.9109860276906144, 'aupr_all': 0.756579570363927, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8705705705705705} best={'auroc_all': 0.914479105037032, 'aupr_all': 0.756579570363927, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:57,820 INFO [OUTPOST-v4] epoch 69 cur={'auroc_all': 0.911906406590899, 'aupr_all': 0.7582054308082696, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8684684684684685} best={'auroc_all': 0.914479105037032, 'aupr_all': 0.7582054308082696, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:34:58,586 INFO [OUTPOST-v4] epoch 70 cur={'auroc_all': 0.9131087975367764, 'aupr_all': 0.7603002212942533, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8681681681681682} best={'auroc_all': 0.914479105037032, 'aupr_all': 0.7603002212942533, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
