2026-08-21 19:40:49,334 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 42, 'train_seed': None, 'epochs': None, 'set': ['hidden_dim=16'], 'tag': 'T_hidden16', 'rotations': None}
2026-08-21 19:41:14,195 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.584699796531191, 'aupr_all': 0.18480594457603627, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6321428571428571} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:41:20,092 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.5846490810279374, 'aupr_all': 0.18415861722262306, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6342687074829932} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:41:26,051 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.5847046472044763, 'aupr_all': 0.18364602925555729, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6393707482993197} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:41:32,357 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.5849076364886472, 'aupr_all': 0.18329274438528334, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6414115646258503} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:41:38,200 INFO [OUTPOST-v4] epoch 14 cur={'auroc_all': 0.5852384101198405, 'aupr_all': 0.183091608854104, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6452380952380953} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:41:44,230 INFO [OUTPOST-v4] epoch 15 cur={'auroc_all': 0.585539250396041, 'aupr_all': 0.18284966043902803, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6456632653061224} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:41:50,125 INFO [OUTPOST-v4] epoch 16 cur={'auroc_all': 0.5857515756353969, 'aupr_all': 0.18266070002186618, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6460034013605442} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:41:55,986 INFO [OUTPOST-v4] epoch 17 cur={'auroc_all': 0.5858054380206422, 'aupr_all': 0.18242259480888606, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6444727891156463} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:42:02,167 INFO [OUTPOST-v4] epoch 18 cur={'auroc_all': 0.5857611497108107, 'aupr_all': 0.18215799965994064, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6431972789115646} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:42:08,292 INFO [OUTPOST-v4] epoch 19 cur={'auroc_all': 0.5856523903489805, 'aupr_all': 0.18187381678237796, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6404761904761905} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:42:14,297 INFO [OUTPOST-v4] epoch 20 cur={'auroc_all': 0.5855859342774865, 'aupr_all': 0.18185934730211603, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6402210884353742} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:42:20,246 INFO [OUTPOST-v4] epoch 21 cur={'auroc_all': 0.5854240145745345, 'aupr_all': 0.18162539197120145, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6382653061224489} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:42:26,346 INFO [OUTPOST-v4] epoch 22 cur={'auroc_all': 0.5851480147542907, 'aupr_all': 0.18128364629703064, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6374149659863946} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:42:32,348 INFO [OUTPOST-v4] epoch 23 cur={'auroc_all': 0.5848553752566659, 'aupr_all': 0.1809576774135479, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.636734693877551} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:42:38,282 INFO [OUTPOST-v4] epoch 24 cur={'auroc_all': 0.5845376263914464, 'aupr_all': 0.18063526964841617, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6345238095238096} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:42:44,266 INFO [OUTPOST-v4] epoch 25 cur={'auroc_all': 0.584194530038403, 'aupr_all': 0.1803147583032133, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6335884353741497} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:42:50,394 INFO [OUTPOST-v4] epoch 26 cur={'auroc_all': 0.5838562699893208, 'aupr_all': 0.18001326898387135, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6332482993197278} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:42:56,251 INFO [OUTPOST-v4] epoch 27 cur={'auroc_all': 0.5835171990998037, 'aupr_all': 0.179728398712446, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6323979591836736} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:43:02,368 INFO [OUTPOST-v4] epoch 28 cur={'auroc_all': 0.5831984443818927, 'aupr_all': 0.17946692197421368, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6322278911564626} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:43:08,632 INFO [OUTPOST-v4] epoch 29 cur={'auroc_all': 0.5829065705639698, 'aupr_all': 0.17923286336927396, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6316326530612245} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:43:14,841 INFO [OUTPOST-v4] epoch 30 cur={'auroc_all': 0.5826617993906535, 'aupr_all': 0.17903156662746506, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6301020408163266} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:43:21,262 INFO [OUTPOST-v4] epoch 31 cur={'auroc_all': 0.5824751090256048, 'aupr_all': 0.17887374780424284, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6295068027210884} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:43:27,506 INFO [OUTPOST-v4] epoch 32 cur={'auroc_all': 0.5823586784974322, 'aupr_all': 0.1787530582234795, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6283163265306123} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:43:33,871 INFO [OUTPOST-v4] epoch 33 cur={'auroc_all': 0.5823029255196791, 'aupr_all': 0.17867099865141808, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6282312925170068} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:43:40,095 INFO [OUTPOST-v4] epoch 34 cur={'auroc_all': 0.5823295375080293, 'aupr_all': 0.17863406131953805, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6275510204081634} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:43:46,242 INFO [OUTPOST-v4] epoch 35 cur={'auroc_all': 0.5824089074964246, 'aupr_all': 0.1786150652997891, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6265306122448979} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:43:52,356 INFO [OUTPOST-v4] epoch 36 cur={'auroc_all': 0.5825622795042602, 'aupr_all': 0.17863139272771109, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6256802721088436} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:43:58,509 INFO [OUTPOST-v4] epoch 37 cur={'auroc_all': 0.5827762674796979, 'aupr_all': 0.17868795942634208, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6260204081632654} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:44:04,904 INFO [OUTPOST-v4] epoch 38 cur={'auroc_all': 0.5830532649415907, 'aupr_all': 0.17875088270314995, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6260204081632653} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:44:11,196 INFO [OUTPOST-v4] epoch 39 cur={'auroc_all': 0.5833902994925978, 'aupr_all': 0.17887123500850713, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6259353741496598} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:44:17,250 INFO [OUTPOST-v4] epoch 40 cur={'auroc_all': 0.5837839368642441, 'aupr_all': 0.17901643426197017, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6259353741496598} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:44:23,934 INFO [OUTPOST-v4] epoch 41 cur={'auroc_all': 0.5842159423841666, 'aupr_all': 0.17918628853268212, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6259353741496598} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:44:30,715 INFO [OUTPOST-v4] epoch 42 cur={'auroc_all': 0.5846959701854424, 'aupr_all': 0.17937204252669137, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6264455782312925} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:44:37,324 INFO [OUTPOST-v4] epoch 43 cur={'auroc_all': 0.5852171024648671, 'aupr_all': 0.17960489882116693, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6265306122448979} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:44:43,785 INFO [OUTPOST-v4] epoch 44 cur={'auroc_all': 0.5857819031204236, 'aupr_all': 0.17983000188808523, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6267857142857143} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:44:50,227 INFO [OUTPOST-v4] epoch 45 cur={'auroc_all': 0.5863801514571106, 'aupr_all': 0.1800733815286216, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6272108843537415} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:44:56,651 INFO [OUTPOST-v4] epoch 46 cur={'auroc_all': 0.5869923400909965, 'aupr_all': 0.18032817029505782, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6278061224489796} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:45:03,212 INFO [OUTPOST-v4] epoch 47 cur={'auroc_all': 0.5876306501034505, 'aupr_all': 0.18059217487173124, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.628656462585034} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:45:09,658 INFO [OUTPOST-v4] epoch 48 cur={'auroc_all': 0.5882838097860468, 'aupr_all': 0.1808675345867934, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6293367346938775} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:45:16,252 INFO [OUTPOST-v4] epoch 49 cur={'auroc_all': 0.5889583736033643, 'aupr_all': 0.18115775371868817, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6297619047619047} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:45:22,284 INFO [OUTPOST-v4] epoch 50 cur={'auroc_all': 0.5896415282237708, 'aupr_all': 0.18145241183600208, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6311224489795918} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:45:28,358 INFO [OUTPOST-v4] epoch 51 cur={'auroc_all': 0.5903235846172592, 'aupr_all': 0.181746203031691, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6318027210884354} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:45:31,273 INFO [OUTPOST-v4] epoch 52 cur={'auroc_all': 0.5910144535119807, 'aupr_all': 0.18204517427267503, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6323554421768708} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:45:34,179 INFO [OUTPOST-v4] epoch 53 cur={'auroc_all': 0.5917061866189126, 'aupr_all': 0.18234671989409282, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6328231292517007} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:45:37,291 INFO [OUTPOST-v4] epoch 54 cur={'auroc_all': 0.5923943150782401, 'aupr_all': 0.18265215013730673, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6328231292517007} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:45:40,322 INFO [OUTPOST-v4] epoch 55 cur={'auroc_all': 0.5930711369322119, 'aupr_all': 0.1829520766751746, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6335034013605442} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:45:43,256 INFO [OUTPOST-v4] epoch 56 cur={'auroc_all': 0.5937372454286397, 'aupr_all': 0.18324452878151487, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6343537414965987} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:45:46,223 INFO [OUTPOST-v4] epoch 57 cur={'auroc_all': 0.5943996733253212, 'aupr_all': 0.18353307796369472, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6347789115646258} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:45:49,276 INFO [OUTPOST-v4] epoch 58 cur={'auroc_all': 0.5950323608265061, 'aupr_all': 0.1838043117256163, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6354591836734694} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:45:52,229 INFO [OUTPOST-v4] epoch 59 cur={'auroc_all': 0.5956448963769325, 'aupr_all': 0.18406789076222985, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6357142857142857} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:45:55,396 INFO [OUTPOST-v4] epoch 60 cur={'auroc_all': 0.5962274821502819, 'aupr_all': 0.18431550000123267, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6351190476190477} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:45:58,502 INFO [OUTPOST-v4] epoch 61 cur={'auroc_all': 0.5968007997095459, 'aupr_all': 0.18455174955451997, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6360544217687075} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:46:02,163 INFO [OUTPOST-v4] epoch 62 cur={'auroc_all': 0.5973506028961972, 'aupr_all': 0.18477383485456442, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6362244897959184} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:46:05,819 INFO [OUTPOST-v4] epoch 63 cur={'auroc_all': 0.5978825881208862, 'aupr_all': 0.1849842301752934, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6363945578231291} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:46:09,395 INFO [OUTPOST-v4] epoch 64 cur={'auroc_all': 0.5983897677865486, 'aupr_all': 0.18518352383204068, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6367346938775511} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:46:12,837 INFO [OUTPOST-v4] epoch 65 cur={'auroc_all': 0.5988946216744571, 'aupr_all': 0.18537267320747539, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6363095238095238} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:46:16,285 INFO [OUTPOST-v4] epoch 66 cur={'auroc_all': 0.5993875900785219, 'aupr_all': 0.1855541535313615, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6366496598639456} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:46:20,043 INFO [OUTPOST-v4] epoch 67 cur={'auroc_all': 0.5998499661914436, 'aupr_all': 0.18572291316146447, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6362244897959184} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:46:23,521 INFO [OUTPOST-v4] epoch 68 cur={'auroc_all': 0.6003039711466598, 'aupr_all': 0.1858813120386484, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6355442176870748} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:46:26,928 INFO [OUTPOST-v4] epoch 69 cur={'auroc_all': 0.6007445366782624, 'aupr_all': 0.18603718109695358, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6354591836734694} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:46:30,447 INFO [OUTPOST-v4] epoch 70 cur={'auroc_all': 0.6011657241498507, 'aupr_all': 0.18617995081200855, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6347789115646258} best={'auroc_all': 0.6026881909946263, 'aupr_all': 0.21250835562624637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
