2026-08-21 21:23:55,905 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 42, 'train_seed': None, 'epochs': None, 'set': ['lr=0.003'], 'tag': 'T_lr0.003', 'rotations': None}
2026-08-21 21:25:31,135 INFO [OUTPOST-v4] epoch 25 cur={'auroc_all': 0.5217491791441462, 'aupr_all': 0.16567438667781145, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45229591836734695} best={'auroc_all': 0.5217491791441462, 'aupr_all': 0.16567438667781145, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:25:35,892 INFO [OUTPOST-v4] epoch 26 cur={'auroc_all': 0.5218612229229279, 'aupr_all': 0.16575758513421118, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45297619047619053} best={'auroc_all': 0.5218612229229279, 'aupr_all': 0.16575758513421118, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:25:40,624 INFO [OUTPOST-v4] epoch 27 cur={'auroc_all': 0.5220351492225985, 'aupr_all': 0.16589338801320588, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45357142857142857} best={'auroc_all': 0.5220351492225985, 'aupr_all': 0.16589338801320588, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:25:45,390 INFO [OUTPOST-v4] epoch 28 cur={'auroc_all': 0.5224868304528216, 'aupr_all': 0.16620743218794723, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4522108843537415} best={'auroc_all': 0.5224868304528216, 'aupr_all': 0.16620743218794723, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:25:50,360 INFO [OUTPOST-v4] epoch 29 cur={'auroc_all': 0.5230247173642205, 'aupr_all': 0.16657957139553714, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4518707482993198} best={'auroc_all': 0.5230247173642205, 'aupr_all': 0.16657957139553714, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:25:55,117 INFO [OUTPOST-v4] epoch 30 cur={'auroc_all': 0.5235851312703862, 'aupr_all': 0.16693099144009, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45102040816326533} best={'auroc_all': 0.5235851312703862, 'aupr_all': 0.16693099144009, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:26:00,005 INFO [OUTPOST-v4] epoch 31 cur={'auroc_all': 0.5241280515507634, 'aupr_all': 0.1673106129363096, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4508503401360544} best={'auroc_all': 0.5241280515507634, 'aupr_all': 0.1673106129363096, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:26:04,724 INFO [OUTPOST-v4] epoch 32 cur={'auroc_all': 0.5246229844467174, 'aupr_all': 0.16764939095642328, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4496598639455782} best={'auroc_all': 0.5246229844467174, 'aupr_all': 0.16764939095642328, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:26:09,308 INFO [OUTPOST-v4] epoch 33 cur={'auroc_all': 0.5251128798681721, 'aupr_all': 0.1680073309130814, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.44889455782312926} best={'auroc_all': 0.5251128798681721, 'aupr_all': 0.1680073309130814, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:26:14,176 INFO [OUTPOST-v4] epoch 34 cur={'auroc_all': 0.5256509576863063, 'aupr_all': 0.16841187923623435, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.44889455782312915} best={'auroc_all': 0.5256509576863063, 'aupr_all': 0.16841187923623435, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:26:19,043 INFO [OUTPOST-v4] epoch 35 cur={'auroc_all': 0.5262883829589439, 'aupr_all': 0.1688489838091552, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4493197278911565} best={'auroc_all': 0.5262883829589439, 'aupr_all': 0.1688489838091552, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:26:23,730 INFO [OUTPOST-v4] epoch 36 cur={'auroc_all': 0.5270758055009994, 'aupr_all': 0.1693862272789055, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4490646258503402} best={'auroc_all': 0.5270758055009994, 'aupr_all': 0.1693862272789055, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:26:28,632 INFO [OUTPOST-v4] epoch 37 cur={'auroc_all': 0.528000793794311, 'aupr_all': 0.1699965319428826, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4491496598639456} best={'auroc_all': 0.528000793794311, 'aupr_all': 0.1699965319428826, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:26:33,506 INFO [OUTPOST-v4] epoch 38 cur={'auroc_all': 0.52920496984507, 'aupr_all': 0.1707337660115557, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4499149659863946} best={'auroc_all': 0.52920496984507, 'aupr_all': 0.1707337660115557, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:26:38,117 INFO [OUTPOST-v4] epoch 39 cur={'auroc_all': 0.5304979934798904, 'aupr_all': 0.17149762787612488, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4505952380952381} best={'auroc_all': 0.5304979934798904, 'aupr_all': 0.17149762787612488, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:26:42,848 INFO [OUTPOST-v4] epoch 40 cur={'auroc_all': 0.531860338839995, 'aupr_all': 0.17230092782817563, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45153061224489793} best={'auroc_all': 0.531860338839995, 'aupr_all': 0.17230092782817563, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:26:47,524 INFO [OUTPOST-v4] epoch 41 cur={'auroc_all': 0.5333057799489744, 'aupr_all': 0.17314967353586364, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45314625850340134} best={'auroc_all': 0.5333057799489744, 'aupr_all': 0.17314967353586364, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:26:52,188 INFO [OUTPOST-v4] epoch 42 cur={'auroc_all': 0.5348004339404521, 'aupr_all': 0.17401707854143578, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45365646258503406} best={'auroc_all': 0.5348004339404521, 'aupr_all': 0.17401707854143578, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:26:57,017 INFO [OUTPOST-v4] epoch 43 cur={'auroc_all': 0.536389806411292, 'aupr_all': 0.174919225901584, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4551870748299319} best={'auroc_all': 0.536389806411292, 'aupr_all': 0.174919225901584, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:27:01,705 INFO [OUTPOST-v4] epoch 44 cur={'auroc_all': 0.5380692909667194, 'aupr_all': 0.17590160430099988, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4567176870748299} best={'auroc_all': 0.5380692909667194, 'aupr_all': 0.17590160430099988, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:27:06,305 INFO [OUTPOST-v4] epoch 45 cur={'auroc_all': 0.5398638183841576, 'aupr_all': 0.1769836806370161, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45901360544217684} best={'auroc_all': 0.5398638183841576, 'aupr_all': 0.1769836806370161, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:27:11,014 INFO [OUTPOST-v4] epoch 46 cur={'auroc_all': 0.5416598217364635, 'aupr_all': 0.1780831253432799, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4602891156462585} best={'auroc_all': 0.5416598217364635, 'aupr_all': 0.1780831253432799, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:27:16,279 INFO [OUTPOST-v4] epoch 47 cur={'auroc_all': 0.5433963648253823, 'aupr_all': 0.17919888456569244, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46096938775510204} best={'auroc_all': 0.5433963648253823, 'aupr_all': 0.17919888456569244, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:27:21,469 INFO [OUTPOST-v4] epoch 48 cur={'auroc_all': 0.5448780433171405, 'aupr_all': 0.18025451692858863, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4619897959183673} best={'auroc_all': 0.5448780433171405, 'aupr_all': 0.18025451692858863, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:27:26,157 INFO [OUTPOST-v4] epoch 49 cur={'auroc_all': 0.5459386780305522, 'aupr_all': 0.18111054348709088, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46267006802721095} best={'auroc_all': 0.5459386780305522, 'aupr_all': 0.18111054348709088, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:27:31,005 INFO [OUTPOST-v4] epoch 50 cur={'auroc_all': 0.5469042145038917, 'aupr_all': 0.1819321957870724, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4625850340136054} best={'auroc_all': 0.5469042145038917, 'aupr_all': 0.1819321957870724, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:27:35,764 INFO [OUTPOST-v4] epoch 51 cur={'auroc_all': 0.5476613341940477, 'aupr_all': 0.1826119618085486, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4631802721088436} best={'auroc_all': 0.5476613341940477, 'aupr_all': 0.1826119618085486, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:27:40,552 INFO [OUTPOST-v4] epoch 52 cur={'auroc_all': 0.5482516096085848, 'aupr_all': 0.18319952250256966, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46232993197278915} best={'auroc_all': 0.5482516096085848, 'aupr_all': 0.18319952250256966, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:27:45,352 INFO [OUTPOST-v4] epoch 53 cur={'auroc_all': 0.5490511639657552, 'aupr_all': 0.1839082913852264, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46190476190476193} best={'auroc_all': 0.5490511639657552, 'aupr_all': 0.1839082913852264, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:27:50,078 INFO [OUTPOST-v4] epoch 54 cur={'auroc_all': 0.5500187593579711, 'aupr_all': 0.1847173821324145, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46241496598639453} best={'auroc_all': 0.5500187593579711, 'aupr_all': 0.1847173821324145, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:27:54,753 INFO [OUTPOST-v4] epoch 55 cur={'auroc_all': 0.5512020239365516, 'aupr_all': 0.185658623431346, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46241496598639453} best={'auroc_all': 0.5512020239365516, 'aupr_all': 0.185658623431346, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:27:59,448 INFO [OUTPOST-v4] epoch 56 cur={'auroc_all': 0.5526634170481128, 'aupr_all': 0.18677847556271385, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46284013605442176} best={'auroc_all': 0.5526634170481128, 'aupr_all': 0.18677847556271385, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:28:04,346 INFO [OUTPOST-v4] epoch 57 cur={'auroc_all': 0.554366861425202, 'aupr_all': 0.18807805259738258, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4641156462585034} best={'auroc_all': 0.554366861425202, 'aupr_all': 0.18807805259738258, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:28:09,334 INFO [OUTPOST-v4] epoch 58 cur={'auroc_all': 0.556276076577068, 'aupr_all': 0.18950267510108215, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46530612244897956} best={'auroc_all': 0.556276076577068, 'aupr_all': 0.18950267510108215, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:28:14,429 INFO [OUTPOST-v4] epoch 59 cur={'auroc_all': 0.5583235225746229, 'aupr_all': 0.1910098241936491, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4672619047619047} best={'auroc_all': 0.5583235225746229, 'aupr_all': 0.1910098241936491, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:28:19,182 INFO [OUTPOST-v4] epoch 60 cur={'auroc_all': 0.5604774493697479, 'aupr_all': 0.19269566043401842, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4682823129251701} best={'auroc_all': 0.5604774493697479, 'aupr_all': 0.19269566043401842, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:28:24,057 INFO [OUTPOST-v4] epoch 61 cur={'auroc_all': 0.5627386883304838, 'aupr_all': 0.19438269113676307, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4701530612244898} best={'auroc_all': 0.5627386883304838, 'aupr_all': 0.19438269113676307, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:28:28,828 INFO [OUTPOST-v4] epoch 62 cur={'auroc_all': 0.5650935578074667, 'aupr_all': 0.1961673376391042, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47185374149659864} best={'auroc_all': 0.5650935578074667, 'aupr_all': 0.1961673376391042, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:28:33,496 INFO [OUTPOST-v4] epoch 63 cur={'auroc_all': 0.5674615998491861, 'aupr_all': 0.19801752961812333, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4726190476190476} best={'auroc_all': 0.5674615998491861, 'aupr_all': 0.19801752961812333, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:28:38,211 INFO [OUTPOST-v4] epoch 64 cur={'auroc_all': 0.569940497121303, 'aupr_all': 0.1999048097161444, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4748299319727891} best={'auroc_all': 0.569940497121303, 'aupr_all': 0.1999048097161444, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:28:43,050 INFO [OUTPOST-v4] epoch 65 cur={'auroc_all': 0.5724913231246593, 'aupr_all': 0.2018432864872044, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4770408163265306} best={'auroc_all': 0.5724913231246593, 'aupr_all': 0.2018432864872044, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:28:47,838 INFO [OUTPOST-v4] epoch 66 cur={'auroc_all': 0.5750723041811523, 'aupr_all': 0.2038303632675476, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.479421768707483} best={'auroc_all': 0.5750723041811523, 'aupr_all': 0.2038303632675476, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:28:52,688 INFO [OUTPOST-v4] epoch 67 cur={'auroc_all': 0.5775776245876445, 'aupr_all': 0.2058394092922408, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.48171768707482987} best={'auroc_all': 0.5775776245876445, 'aupr_all': 0.2058394092922408, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:28:57,486 INFO [OUTPOST-v4] epoch 68 cur={'auroc_all': 0.5800853282491872, 'aupr_all': 0.2078558142774416, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4832482993197279} best={'auroc_all': 0.5800853282491872, 'aupr_all': 0.2078558142774416, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:29:02,179 INFO [OUTPOST-v4] epoch 69 cur={'auroc_all': 0.5827001778027328, 'aupr_all': 0.20994656722280786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.48452380952380947} best={'auroc_all': 0.5827001778027328, 'aupr_all': 0.20994656722280786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:29:06,926 INFO [OUTPOST-v4] epoch 70 cur={'auroc_all': 0.5852875573139995, 'aupr_all': 0.2120872539952679, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.485969387755102} best={'auroc_all': 0.5852875573139995, 'aupr_all': 0.2120872539952679, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
