timestamp,dataset,method,seed,train_seed,tag,best_auroc,best_aupr,best_auroc_unseen,best_aupr_unseen,valsel_auroc,valsel_aupr,sim_topk_frac,use_mixup,use_halo,use_fview_gate,use_hybrid,hidden_dim,num_epochs,config_sha8
2026-08-08 05:11:51,photo,outpost,42,,A_main,0.8555,0.5360,0.7958,0.1280,0.8049,0.5017,0.0,True,True,False,False,64,200,067c5ecd
2026-08-08 06:49:28,yelp,outpost,5,,A_main,0.7376,0.3635,0.5000,0.0000,0.7369,0.3615,1.0,False,False,False,False,32,400,bb3beb04
2026-08-08 06:50:27,yelp,outpost,6,,A_main,0.7374,0.3277,0.5000,0.0000,0.7374,0.3277,1.0,False,False,False,False,32,400,bb3beb04
2026-08-08 06:50:37,yelp,outpost,4,,A_main,0.7458,0.3929,0.5000,0.0000,0.7423,0.3897,1.0,False,False,False,False,32,400,bb3beb04
2026-08-08 07:39:17,yelp,outpost,7,,A_main,0.7613,0.4300,0.5000,0.0000,0.7608,0.4296,1.0,False,False,False,False,32,400,bb3beb04
2026-08-08 07:40:35,yelp,outpost,8,,A_main,0.7473,0.3750,0.5000,0.0000,0.7471,0.3744,1.0,False,False,False,False,32,400,bb3beb04
2026-08-08 07:41:11,yelp,demo,4,,B_demo,0.7240,0.3349,0.0000,0.0000,0.7211,0.3309,0.0,,,False,False,64,400,86172e68
2026-08-08 08:26:09,yelp,demo,6,,B_demo,0.7351,0.3394,0.0000,0.0000,0.7256,0.3311,0.0,,,False,False,64,400,86172e68
2026-08-08 08:26:44,yelp,demo,7,,B_demo,0.7331,0.3760,0.0000,0.0000,0.7308,0.3672,0.0,,,False,False,64,400,86172e68
2026-08-08 09:11:31,yelp,demo,8,,B_demo,0.7359,0.3493,0.0000,0.0000,0.7287,0.3368,0.0,,,False,False,64,400,86172e68
2026-08-08 09:12:04,yelp,demo,5,,B_demo,0.7215,0.3412,0.0000,0.0000,0.7128,0.3339,0.0,,,False,False,64,400,86172e68
2026-08-08 22:54:52,cs,outpost,42,,A_main,0.9842,0.9589,0.9839,0.9528,0.8957,0.7873,0.0,True,True,False,False,64,200,5999b680
2026-08-08 23:07:04,photo,demo,1,,B_demo,0.8313,0.5279,0.8008,0.1357,0.7493,0.4704,0.0,,,False,False,64,200,ab9d62d1
2026-08-08 23:18:49,photo,demo,2,,B_demo,0.8275,0.5192,0.7728,0.1216,0.7641,0.4746,0.0,,,False,False,64,200,ab9d62d1
2026-08-08 23:30:41,photo,demo,3,,B_demo,0.8038,0.4923,0.7425,0.1159,0.7197,0.4480,0.0,,,False,False,64,200,ab9d62d1
2026-08-09 00:12:35,yelp,outpost,42,,C_nosim,0.7310,0.3525,0.5000,0.0000,0.7232,0.3458,0.0,False,False,False,False,32,400,7e0074c6
2026-08-09 00:54:53,yelp,outpost,0,,C_nosim,0.7484,0.3826,0.5000,0.0000,0.7478,0.3733,0.0,False,False,False,False,32,400,7e0074c6
2026-08-09 01:37:30,yelp,outpost,1,,C_nosim,0.7278,0.3406,0.5000,0.0000,0.7261,0.3379,0.0,False,False,False,False,32,400,7e0074c6
2026-08-09 02:18:45,yelp,outpost,2,,C_nosim,0.7016,0.3149,0.5000,0.0000,0.7002,0.3127,0.0,False,False,False,False,32,400,7e0074c6
2026-08-09 03:00:12,yelp,outpost,3,,C_nosim,0.7027,0.2963,0.5000,0.0000,0.7017,0.2933,0.0,False,False,False,False,32,400,7e0074c6
2026-08-09 03:45:32,yelp,outpost,42,,C_simplacebo,0.7302,0.3477,0.5000,0.0000,0.7247,0.3468,1.0,False,False,False,False,32,400,35ce802f
2026-08-09 04:31:24,yelp,outpost,0,,C_simplacebo,0.7489,0.3721,0.5000,0.0000,0.7452,0.3549,1.0,False,False,False,False,32,400,35ce802f
2026-08-09 05:17:26,yelp,outpost,1,,C_simplacebo,0.7246,0.3305,0.5000,0.0000,0.7229,0.3294,1.0,False,False,False,False,32,400,35ce802f
2026-08-09 06:02:46,yelp,outpost,2,,C_simplacebo,0.6990,0.3176,0.5000,0.0000,0.6975,0.3128,1.0,False,False,False,False,32,400,35ce802f
2026-08-09 06:48:37,yelp,outpost,3,,C_simplacebo,0.7028,0.3002,0.5000,0.0000,0.7002,0.2955,1.0,False,False,False,False,32,400,35ce802f
2026-08-09 07:30:41,yelp,outpost,42,,C_nogate,0.7510,0.3968,0.5000,0.0000,0.7492,0.3688,1.0,False,False,False,False,32,400,ad6dea6e
2026-08-09 08:12:40,yelp,outpost,0,,C_nogate,0.7701,0.4363,0.5000,0.0000,0.7661,0.4075,1.0,False,False,False,False,32,400,ad6dea6e
2026-08-09 08:54:14,yelp,outpost,1,,C_nogate,0.7536,0.3780,0.5000,0.0000,0.7522,0.3758,1.0,False,False,False,False,32,400,ad6dea6e
2026-08-09 09:36:19,yelp,outpost,2,,C_nogate,0.7287,0.3832,0.5000,0.0000,0.7218,0.3502,1.0,False,False,False,False,32,400,ad6dea6e
2026-08-09 10:17:57,yelp,outpost,3,,C_nogate,0.7163,0.3423,0.5000,0.0000,0.7094,0.3147,1.0,False,False,False,False,32,400,ad6dea6e
2026-08-09 10:28:42,yelp,outpost,42,,C_nopl,0.7590,0.3966,0.5000,0.0000,0.7587,0.3887,1.0,False,False,False,False,32,400,5c6e662e
2026-08-09 10:39:12,yelp,outpost,0,,C_nopl,0.7725,0.4302,0.5000,0.0000,0.7699,0.4298,1.0,False,False,False,False,32,400,5c6e662e
2026-08-09 10:49:46,yelp,outpost,1,,C_nopl,0.7561,0.3833,0.5000,0.0000,0.7535,0.3717,1.0,False,False,False,False,32,400,5c6e662e
2026-08-09 11:00:34,yelp,outpost,2,,C_nopl,0.7381,0.3903,0.5000,0.0000,0.7355,0.3760,1.0,False,False,False,False,32,400,5c6e662e
2026-08-09 11:11:23,yelp,outpost,3,,C_nopl,0.7384,0.3647,0.5000,0.0000,0.7352,0.3582,1.0,False,False,False,False,32,400,5c6e662e
2026-08-09 11:54:19,yelp,outpost,42,,C_noconformal,0.7513,0.3937,0.5000,0.0000,0.7500,0.3740,1.0,False,False,False,False,32,400,8293bb2f
2026-08-09 12:36:51,yelp,outpost,0,,C_noconformal,0.7693,0.4324,0.5000,0.0000,0.7666,0.4072,1.0,False,False,False,False,32,400,8293bb2f
2026-08-09 13:19:12,yelp,outpost,1,,C_noconformal,0.7526,0.3742,0.5000,0.0000,0.7505,0.3720,1.0,False,False,False,False,32,400,8293bb2f
2026-08-09 14:01:02,yelp,outpost,2,,C_noconformal,0.7286,0.3829,0.5000,0.0000,0.7224,0.3504,1.0,False,False,False,False,32,400,8293bb2f
2026-08-09 14:42:56,yelp,outpost,3,,C_noconformal,0.7163,0.3382,0.5000,0.0000,0.7066,0.3173,1.0,False,False,False,False,32,400,8293bb2f
2026-08-09 15:25:04,yelp,outpost,42,,C_synth,0.7341,0.2954,0.5000,0.0000,0.7190,0.2865,1.0,True,True,False,False,32,400,7dfb0234
2026-08-09 16:08:18,yelp,outpost,0,,C_synth,0.7679,0.4139,0.5000,0.0000,0.7649,0.3982,1.0,True,True,False,False,32,400,7dfb0234
2026-08-09 16:50:13,yelp,outpost,1,,C_synth,0.7552,0.3938,0.5000,0.0000,0.7508,0.3661,1.0,True,True,False,False,32,400,7dfb0234
2026-08-09 17:32:19,yelp,outpost,2,,C_synth,0.7233,0.3385,0.5000,0.0000,0.7130,0.2840,1.0,True,True,False,False,32,400,7dfb0234
2026-08-09 18:14:42,yelp,outpost,3,,C_synth,0.7302,0.3347,0.5000,0.0000,0.7275,0.3207,1.0,True,True,False,False,32,400,7dfb0234
2026-08-09 18:38:15,cs,outpost,0,,A_main,0.9860,0.9618,0.9856,0.9561,0.9242,0.8419,0.0,True,True,False,False,64,200,5999b680
2026-08-09 18:38:15,cs,outpost,1,,A_main,0.9812,0.9513,0.9806,0.9440,0.9327,0.8533,0.0,True,True,False,False,64,200,5999b680
2026-08-09 18:58:00,yelp,outpost,42,,C_hopmix,0.7600,0.3816,0.5000,0.0000,0.7590,0.3810,1.0,False,False,False,True,32,400,ae0df167
2026-08-09 19:41:22,yelp,outpost,0,,C_hopmix,0.7762,0.4340,0.5000,0.0000,0.7664,0.3810,1.0,False,False,False,True,32,400,ae0df167
2026-08-09 20:25:02,yelp,outpost,1,,C_hopmix,0.7518,0.3707,0.5000,0.0000,0.7513,0.3646,1.0,False,False,False,True,32,400,ae0df167
2026-08-09 21:08:45,yelp,outpost,2,,C_hopmix,0.7054,0.3450,0.5000,0.0000,0.7047,0.3420,1.0,False,False,False,True,32,400,ae0df167
2026-08-09 21:52:31,yelp,outpost,3,,C_hopmix,0.7194,0.3460,0.5000,0.0000,0.7118,0.3143,1.0,False,False,False,True,32,400,ae0df167
2026-08-09 22:35:26,yelp,outpost,42,,C_fview,0.7515,0.3947,0.5000,0.0000,0.7505,0.3847,1.0,False,False,True,False,32,400,68b4690e
2026-08-09 23:18:12,yelp,outpost,0,,C_fview,0.7723,0.4370,0.5000,0.0000,0.7656,0.4032,1.0,False,False,True,False,32,400,68b4690e
2026-08-10 00:06:56,yelp,outpost,1,,C_fview,0.7554,0.3821,0.5000,0.0000,0.7532,0.3683,1.0,False,False,True,False,32,400,68b4690e
2026-08-10 00:48:08,yelp,outpost,2,,C_fview,0.7330,0.3826,0.5000,0.0000,0.7294,0.3645,1.0,False,False,True,False,32,400,68b4690e
2026-08-10 01:28:20,yelp,outpost,3,,C_fview,0.7239,0.3565,0.5000,0.0000,0.7119,0.3266,1.0,False,False,True,False,32,400,68b4690e
2026-08-10 02:08:57,yelp,outpost,42,,D_sim0.25,0.7376,0.3700,0.5000,0.0000,0.7355,0.3486,0.25,False,False,False,False,32,400,4073c523
2026-08-10 02:49:37,yelp,outpost,0,,D_sim0.25,0.7546,0.4113,0.5000,0.0000,0.7504,0.3818,0.25,False,False,False,False,32,400,4073c523
2026-08-10 03:37:29,photo,demo,42,,B_demo,0.8656,0.5424,0.8126,0.1423,0.8435,0.5184,0.0,,,False,False,64,200,ab9d62d1
2026-08-10 03:53:52,photo,demo,0,,B_demo,0.8217,0.5002,0.7625,0.1241,0.7191,0.4550,0.0,,,False,False,64,200,ab9d62d1
2026-08-10 04:32:38,yelp,outpost,4,,C_nosim,0.7132,0.3291,0.5000,0.0000,0.7108,0.3270,0.0,False,False,False,False,32,400,7e0074c6
2026-08-10 04:33:16,yelp,outpost,5,,C_nosim,0.7114,0.3205,0.5000,0.0000,0.7091,0.3164,0.0,False,False,False,False,32,400,7e0074c6
2026-08-10 04:43:12,yelp,outpost,6,,C_nosim,0.7092,0.2917,0.5000,0.0000,0.7057,0.2873,0.0,False,False,False,False,32,400,7e0074c6
2026-08-10 05:22:10,yelp,outpost,8,,C_nosim,0.7118,0.3205,0.5000,0.0000,0.7105,0.3195,0.0,False,False,False,False,32,400,7e0074c6
2026-08-10 05:22:36,yelp,outpost,7,,C_nosim,0.7278,0.3717,0.5000,0.0000,0.7245,0.3681,0.0,False,False,False,False,32,400,7e0074c6
2026-08-10 05:36:41,yelp,outpost,4,,C_simplacebo,0.7086,0.3236,0.5000,0.0000,0.7077,0.3210,1.0,False,False,False,False,32,400,35ce802f
2026-08-10 06:15:50,yelp,outpost,6,,C_simplacebo,0.7006,0.2835,0.5000,0.0000,0.7006,0.2835,1.0,False,False,False,False,32,400,35ce802f
2026-08-10 06:16:14,yelp,outpost,5,,C_simplacebo,0.7081,0.3133,0.5000,0.0000,0.7079,0.3132,1.0,False,False,False,False,32,400,35ce802f
2026-08-10 06:30:47,yelp,outpost,7,,C_simplacebo,0.7241,0.3620,0.5000,0.0000,0.7219,0.3602,1.0,False,False,False,False,32,400,35ce802f
2026-08-10 07:04:50,yelp,outpost,4,,C_nogate,0.7462,0.3932,0.5000,0.0000,0.7426,0.3835,1.0,False,False,False,False,32,400,ad6dea6e
2026-08-10 07:09:05,yelp,outpost,8,,C_simplacebo,0.7100,0.3183,0.5000,0.0000,0.7084,0.3176,1.0,False,False,False,False,32,400,35ce802f
2026-08-10 07:20:29,yelp,outpost,5,,C_nogate,0.7370,0.3628,0.5000,0.0000,0.7365,0.3611,1.0,False,False,False,False,32,400,ad6dea6e
2026-08-10 07:55:35,yelp,outpost,6,,C_nogate,0.7374,0.3354,0.5000,0.0000,0.7343,0.3354,1.0,False,False,False,False,32,400,ad6dea6e
2026-08-10 07:58:26,yelp,outpost,7,,C_nogate,0.7663,0.4333,0.5000,0.0000,0.7658,0.4311,1.0,False,False,False,False,32,400,ad6dea6e
2026-08-10 08:06:58,yelp,outpost,4,,C_nopl,0.7473,0.3936,0.5000,0.0000,0.7465,0.3874,1.0,False,False,False,False,32,400,5c6e662e
2026-08-10 08:09:38,yelp,outpost,8,,C_nogate,0.7469,0.3741,0.5000,0.0000,0.7402,0.3655,1.0,False,False,False,False,32,400,ad6dea6e
2026-08-10 08:09:47,yelp,outpost,5,,C_nopl,0.7393,0.3676,0.5000,0.0000,0.7393,0.3676,1.0,False,False,False,False,32,400,5c6e662e
2026-08-10 08:18:19,yelp,outpost,6,,C_nopl,0.7499,0.3377,0.5000,0.0000,0.7498,0.3375,1.0,False,False,False,False,32,400,5c6e662e
2026-08-10 08:20:51,yelp,outpost,7,,C_nopl,0.7571,0.4214,0.5000,0.0000,0.7557,0.4214,1.0,False,False,False,False,32,400,5c6e662e
2026-08-10 08:21:05,yelp,outpost,8,,C_nopl,0.7491,0.3772,0.5000,0.0000,0.7474,0.3749,1.0,False,False,False,False,32,400,5c6e662e
2026-08-10 09:08:42,yelp,outpost,1,,D_sim0.25,0.7345,0.3498,0.5000,0.0000,0.7306,0.3429,0.25,False,False,False,False,32,400,4073c523
2026-08-10 09:10:27,yelp,outpost,2,,D_sim0.25,0.7064,0.3238,0.5000,0.0000,0.7052,0.3199,0.25,False,False,False,False,32,400,4073c523
2026-08-10 09:12:54,yelp,outpost,3,,D_sim0.25,0.7075,0.3077,0.5000,0.0000,0.6985,0.2960,0.25,False,False,False,False,32,400,4073c523
2026-08-10 09:59:10,yelp,outpost,42,,D_sim0.5,0.7484,0.3941,0.5000,0.0000,0.7479,0.3683,0.5,False,False,False,False,32,400,265c258f
2026-08-10 10:02:26,yelp,outpost,0,,D_sim0.5,0.7626,0.4107,0.5000,0.0000,0.7576,0.3879,0.5,False,False,False,False,32,400,265c258f
2026-08-10 10:02:57,yelp,outpost,1,,D_sim0.5,0.7413,0.3580,0.5000,0.0000,0.7391,0.3495,0.5,False,False,False,False,32,400,265c258f
2026-08-10 10:50:37,yelp,outpost,2,,D_sim0.5,0.7157,0.3427,0.5000,0.0000,0.7141,0.3359,0.5,False,False,False,False,32,400,265c258f
2026-08-10 10:53:00,yelp,outpost,42,,D_sim0.75,0.7478,0.3786,0.5000,0.0000,0.7456,0.3606,0.75,False,False,False,False,32,400,739bbbae
2026-08-10 10:53:19,yelp,outpost,3,,D_sim0.5,0.7049,0.3105,0.5000,0.0000,0.6931,0.3071,0.5,False,False,False,False,32,400,265c258f
2026-08-10 11:42:21,yelp,outpost,0,,D_sim0.75,0.7633,0.4294,0.5000,0.0000,0.7601,0.3968,0.75,False,False,False,False,32,400,739bbbae
2026-08-10 11:43:11,yelp,outpost,2,,D_sim0.75,0.7241,0.3573,0.5000,0.0000,0.7241,0.3569,0.75,False,False,False,False,32,400,739bbbae
2026-08-10 11:43:53,yelp,outpost,1,,D_sim0.75,0.7446,0.3607,0.5000,0.0000,0.7445,0.3591,0.75,False,False,False,False,32,400,739bbbae
2026-08-10 12:16:11,cs,outpost,2,,A_main,0.9821,0.9522,0.9815,0.9445,0.9077,0.7925,0.0,True,True,False,False,64,200,5999b680
2026-08-10 12:41:13,computers,outpost,42,,A_main,0.8357,0.6300,0.8029,0.5325,0.7624,0.5193,0.0,True,True,False,False,64,200,44de9a97
2026-08-10 12:49:31,yelp,outpost,3,,D_sim0.75,0.7124,0.3222,0.5000,0.0000,0.6976,0.3109,0.75,False,False,False,False,32,400,739bbbae
2026-08-10 13:38:29,computers,outpost,1,,A_main,0.8198,0.6022,0.7863,0.4962,0.7437,0.5008,0.0,True,True,False,False,64,200,44de9a97
2026-08-10 14:56:33,photo,demo,0,,E_demo_energy,0.8180,0.4985,0.7587,0.1252,0.7454,0.4734,0.0,,,False,False,64,200,63aea19c
2026-08-10 15:42:23,photo,outpost,42,,C_nosynth,0.8635,0.5374,0.8013,0.1333,0.8176,0.5040,0.0,False,False,False,False,64,200,3b5412fb
2026-08-10 15:53:26,photo,outpost,0,,C_nosynth,0.8453,0.5233,0.7821,0.1287,0.7444,0.4770,0.0,False,False,False,False,64,200,3b5412fb
2026-08-10 16:04:34,photo,outpost,1,,C_nosynth,0.8505,0.5412,0.7910,0.1349,0.7963,0.5037,0.0,False,False,False,False,64,200,3b5412fb
2026-08-10 16:15:39,photo,outpost,2,,C_nosynth,0.8406,0.5159,0.7672,0.1237,0.7839,0.4895,0.0,False,False,False,False,64,200,3b5412fb
2026-08-10 16:26:49,photo,outpost,3,,C_nosynth,0.8448,0.5234,0.7607,0.1228,0.7663,0.4867,0.0,False,False,False,False,64,200,3b5412fb
2026-08-10 16:37:37,photo,outpost,42,,C_nogate,0.8517,0.5337,0.7915,0.1260,0.8034,0.5023,0.0,True,True,False,False,64,200,837bf524
2026-08-10 16:48:35,photo,outpost,0,,C_nogate,0.8189,0.5141,0.7719,0.1230,0.6999,0.4376,0.0,True,True,False,False,64,200,837bf524
2026-08-10 16:59:35,photo,outpost,1,,C_nogate,0.8258,0.5241,0.8045,0.1391,0.8070,0.5154,0.0,True,True,False,False,64,200,837bf524
2026-08-10 17:51:17,computers,demo,3,,B_demo,0.7836,0.5232,0.7424,0.3830,0.7349,0.4369,0.0,,,False,False,64,200,79660d7a
2026-08-10 18:07:48,photo,outpost,2,,C_nogate,0.8390,0.5235,0.7683,0.1184,0.7818,0.4911,0.0,True,True,False,False,64,200,837bf524
2026-08-10 18:07:58,photo,outpost,3,,C_nogate,0.8195,0.5079,0.7569,0.1183,0.7400,0.4739,0.0,True,True,False,False,64,200,837bf524
2026-08-10 19:09:04,computers,demo,2,,B_demo,0.7595,0.4927,0.7151,0.3500,0.7057,0.4293,0.0,,,False,False,64,200,79660d7a
2026-08-10 20:38:40,photo,outpost,42,,simfix_probe,0.6116,0.1187,0.5905,0.0825,0.6116,0.1187,1.0,True,True,False,False,64,6,387c43e6
2026-08-10 20:39:14,photo,outpost,42,,_inv_hostfeat,0.6386,0.1351,0.6221,0.0998,0.6292,0.1307,0.0,True,True,False,False,64,5,f603ef9f
2026-08-10 20:39:41,photo,outpost,42,,_inv_devfeat,0.6386,0.1351,0.6221,0.0998,0.6292,0.1307,0.0,True,True,False,False,64,5,64b54425
2026-08-10 20:40:02,photo,outpost,42,,_inv_full,0.6386,0.1351,0.6221,0.0998,0.6292,0.1307,0.0,True,True,False,False,64,5,a18104ed
2026-08-10 20:41:31,photo,outpost,42,,_inv_hostfeat,0.6386,0.1351,0.6221,0.0998,0.6292,0.1307,0.0,True,True,False,False,64,5,f603ef9f
2026-08-10 20:41:58,photo,outpost,42,,_inv_devfeat,0.6386,0.1351,0.6221,0.0998,0.6292,0.1307,0.0,True,True,False,False,64,5,64b54425
2026-08-10 20:42:21,photo,outpost,42,,_inv_simhost,0.6103,0.1179,0.5905,0.0825,0.6103,0.1179,1.0,True,True,False,False,64,5,bb396edb
2026-08-10 20:42:46,photo,outpost,42,,_inv_simdev,0.6103,0.1179,0.5905,0.0825,0.6103,0.1179,1.0,True,True,False,False,64,5,056a0426
2026-08-10 20:43:13,photo,outpost,42,,_inv_full,0.6386,0.1351,0.6221,0.0998,0.6292,0.1307,0.0,True,True,False,False,64,5,a18104ed
2026-08-10 20:55:28,photo,demo,0,,E_demo_noenergy,0.8217,0.5002,0.7625,0.1241,0.7191,0.4550,0.0,,,False,False,64,200,ab9d62d1
2026-08-10 21:45:14,photo,demo,1,,E_demo_energy,0.8270,0.5177,0.7860,0.1290,0.8069,0.5095,0.0,,,False,False,64,200,63aea19c
2026-08-10 21:56:48,photo,demo,1,,E_demo_noenergy,0.8313,0.5279,0.8008,0.1357,0.7493,0.4704,0.0,,,False,False,64,200,ab9d62d1
2026-08-10 22:12:55,photo,demo,42,,E_demo_noenergy,0.8656,0.5424,0.8126,0.1423,0.8435,0.5184,0.0,,,False,False,64,200,ab9d62d1
2026-08-10 22:13:05,photo,outpost,42,,T_lambda_un0.5,0.8580,0.5437,0.8029,0.1323,0.8290,0.5205,0.0,True,True,False,False,64,200,5ee50755
2026-08-10 22:29:24,photo,outpost,1,,T_lambda_un0.5,0.8249,0.5279,0.7969,0.1383,0.8069,0.5200,0.0,True,True,False,False,64,200,5ee50755
2026-08-10 22:29:25,photo,outpost,0,,T_lambda_un0.5,0.8113,0.5097,0.7618,0.1203,0.7131,0.4456,0.0,True,True,False,False,64,200,5ee50755
2026-08-10 22:45:31,photo,outpost,42,,T_lambda_un1.5,0.8480,0.5290,0.7905,0.1256,0.8190,0.5082,0.0,True,True,False,False,64,200,103f590c
2026-08-10 22:45:46,photo,outpost,0,,T_lambda_un1.5,0.8243,0.5124,0.7778,0.1241,0.7063,0.4513,0.0,True,True,False,False,64,200,103f590c
2026-08-10 23:01:48,photo,outpost,42,,T_Kp4,0.8608,0.5441,0.7960,0.1297,0.8216,0.5144,0.0,True,True,False,False,64,200,8a42c252
2026-08-10 23:02:03,photo,outpost,1,,T_lambda_un1.5,0.8273,0.5251,0.8047,0.1383,0.7956,0.5049,0.0,True,True,False,False,64,200,103f590c
2026-08-10 23:18:20,photo,outpost,0,,T_Kp4,0.8194,0.5110,0.7773,0.1236,0.7260,0.4621,0.0,True,True,False,False,64,200,8a42c252
2026-08-10 23:18:27,photo,outpost,1,,T_Kp4,0.8314,0.5281,0.8052,0.1372,0.8161,0.5214,0.0,True,True,False,False,64,200,8a42c252
2026-08-10 23:34:50,photo,outpost,42,,T_Kp12,0.8581,0.5441,0.8072,0.1361,0.7910,0.4927,0.0,True,True,False,False,64,200,6c6c85e4
2026-08-10 23:35:06,photo,outpost,0,,T_Kp12,0.8291,0.5177,0.7706,0.1230,0.6927,0.4444,0.0,True,True,False,False,64,200,6c6c85e4
2026-08-10 23:51:17,photo,outpost,42,,T_hidden32,0.8327,0.5202,0.8285,0.1942,0.8005,0.5008,0.0,True,True,False,False,32,200,c5d4a467
2026-08-10 23:51:39,photo,outpost,1,,T_Kp12,0.8366,0.5330,0.8062,0.1380,0.7704,0.4924,0.0,True,True,False,False,64,200,6c6c85e4
2026-08-11 00:07:42,photo,outpost,1,,T_hidden32,0.8543,0.5433,0.8098,0.1430,0.8090,0.5122,0.0,True,True,False,False,32,200,c5d4a467
2026-08-11 00:07:52,photo,outpost,0,,T_hidden32,0.8064,0.5039,0.7620,0.1197,0.7173,0.4602,0.0,True,True,False,False,32,200,c5d4a467
2026-08-11 00:24:01,photo,outpost,42,,T_hidden128,0.8490,0.5365,0.7956,0.1299,0.7892,0.4970,0.0,True,True,False,False,128,200,546656d9
2026-08-11 00:24:30,photo,outpost,0,,T_hidden128,0.8385,0.5274,0.7732,0.1261,0.7614,0.4851,0.0,True,True,False,False,128,200,546656d9
2026-08-11 00:39:49,photo,outpost,42,,T_warmup15,0.8518,0.5296,0.7898,0.1299,0.8202,0.5145,0.0,True,True,False,False,64,200,ceebf5f0
2026-08-11 00:40:07,photo,outpost,1,,T_hidden128,0.8494,0.5415,0.8107,0.1482,0.7923,0.5082,0.0,True,True,False,False,128,200,546656d9
2026-08-11 00:55:29,photo,outpost,0,,T_warmup15,0.8157,0.5121,0.7750,0.1580,0.6857,0.4173,0.0,True,True,False,False,64,200,ceebf5f0
2026-08-11 00:55:42,photo,outpost,1,,T_warmup15,0.8390,0.5348,0.7972,0.1375,0.7851,0.4964,0.0,True,True,False,False,64,200,ceebf5f0
2026-08-11 01:11:33,photo,outpost,42,,T_drop0.3,0.8523,0.5239,0.7881,0.1253,0.7915,0.4880,0.0,True,True,False,False,64,200,c07a114e
2026-08-11 01:11:53,photo,outpost,0,,T_drop0.3,0.8138,0.5118,0.7585,0.1197,0.7187,0.4661,0.0,True,True,False,False,64,200,c07a114e
2026-08-11 01:27:41,photo,outpost,1,,T_drop0.3,0.8399,0.5360,0.7990,0.1371,0.7978,0.5109,0.0,True,True,False,False,64,200,c07a114e
2026-08-11 01:27:52,photo,outpost,42,,T_lean,0.8635,0.5374,0.8013,0.1333,0.8176,0.5040,0.0,False,False,False,False,64,200,3b5412fb
2026-08-11 01:39:22,cs,outpost,3,,A_main,0.9823,0.9526,0.9817,0.9452,0.9386,0.8715,0.0,True,True,False,False,64,200,5999b680
2026-08-11 01:43:53,photo,outpost,0,,T_lean,0.8453,0.5233,0.7821,0.1287,0.7444,0.4770,0.0,False,False,False,False,64,200,3b5412fb
2026-08-11 01:43:59,photo,outpost,1,,T_lean,0.8505,0.5412,0.7910,0.1349,0.7963,0.5037,0.0,False,False,False,False,64,200,3b5412fb
2026-08-11 01:59:36,photo,outpost,0,,T_alpha0.01,0.8152,0.5137,0.7803,0.1252,0.7051,0.4405,0.0,True,True,False,False,64,200,bb427675
2026-08-11 01:59:37,photo,outpost,42,,T_alpha0.01,0.8563,0.5354,0.7997,0.1293,0.8313,0.5215,0.0,True,True,False,False,64,200,bb427675
